Geneid	C_1	C_2	C_3	F_1	F_2	F_3	W_1	W_2	W_3
ENSG00000251866	0	0	2	0	0	0	1	0	0
ENSG00000272510	0	0	4	0	0	0	0	0	0
ENSG00000116771	5	3	3	8	9	3	6	6	2
ENSG00000237301	0	1	1	1	3	1	0	0	3
ENSG00000235084	5	1	3	0	4	4	7	4	4
ENSG00000252417	0	0	0	0	0	0	0	0	0
ENSG00000236500	0	0	0	0	0	0	0	0	0
ENSG00000197312	253	521	570	587	461	452	1297	854	785
ENSG00000215695	0	0	0	0	0	0	0	0	0
ENSG00000271742	0	0	0	0	0	0	0	0	0
ENSG00000116786	1488	1908	1372	1706	1819	1571	3535	2641	2192
ENSG00000237938	2	14	13	13	13	14	21	10	19
ENSG00000162461	16	10	17	41	39	52	42	36	48
ENSG00000224459	0	0	0	0	0	0	2	0	0
ENSG00000162460	0	0	0	0	0	0	3	0	0
ENSG00000162458	482	756	474	540	785	578	658	619	391
ENSG00000224321	101	91	31	141	114	43	179	88	56
ENSG00000233954	70	70	47	72	51	42	92	61	57
ENSG00000178715	5	8	3	2	1	3	8	1	6
ENSG00000179743	143	137	114	250	206	228	447	290	255
ENSG00000065526	682	2098	1739	2045	2286	2009	3751	3093	2531
ENSG00000270620	0	0	0	0	0	3	1	0	0
ENSG00000116809	645	772	607	628	739	646	1250	1012	831
ENSG00000234607	0	1	0	0	3	1	0	1	3
ENSG00000231353	0	0	0	0	0	0	0	0	0
ENSG00000275503	0	0	0	0	0	0	0	0	0
ENSG00000224966	0	0	0	0	0	0	0	0	0
ENSG00000183888	0	0	0	0	0	0	0	0	0
ENSG00000233078	0	0	0	0	0	0	0	0	0
ENSG00000173641	353	532	110	132	174	72	337	282	72
ENSG00000186510	24	38	25	21	21	24	11	24	15
ENSG00000232456	9	8	7	9	17	7	9	10	7
ENSG00000184908	2	2	2	2	4	1	4	0	3
ENSG00000185519	131	162	107	148	144	115	264	191	170
ENSG00000142627	1768	4544	2514	3782	4929	3557	6350	8946	4469
ENSG00000227959	15	28	23	29	15	19	54	30	22
ENSG00000224621	11	16	5	7	5	5	21	5	13
ENSG00000234166	0	0	0	0	0	0	0	0	0
ENSG00000142632	435	444	319	374	345	365	642	419	418
ENSG00000237276	6	10	3	7	17	5	10	10	3
ENSG00000132881	80	68	58	76	54	80	125	59	92
ENSG00000233929	0	0	2	0	1	0	2	6	2
ENSG00000037637	299	347	282	391	469	374	828	554	513
ENSG00000055070	3150	3700	2439	4084	4045	3270	7922	5142	3982
ENSG00000226457	2	0	0	0	5	0	2	0	6
ENSG00000187144	3	2	2	2	1	4	4	5	9
ENSG00000157191	654	806	572	801	836	769	1629	1186	891
ENSG00000226029	22	35	46	14	24	38	21	23	39
ENSG00000080947	83	144	231	161	188	262	209	143	221
ENSG00000206652	0	0	1	0	0	0	1	0	0
ENSG00000261135	0	0	0	3	1	4	9	2	3
ENSG00000285853	0	0	0	0	1	0	0	0	0
ENSG00000224174	0	0	0	0	0	0	0	0	0
ENSG00000233421	0	1	0	2	1	3	4	6	5
ENSG00000277344	0	0	0	0	0	0	0	0	0
ENSG00000225710	0	0	0	0	0	0	0	0	0
ENSG00000219481	277	576	660	587	596	601	1436	817	790
ENSG00000271732	2	1	0	2	1	0	0	4	1
ENSG00000215908	321	622	654	589	620	738	1370	914	1165
ENSG00000283773	0	0	0	0	0	0	0	0	0
ENSG00000186301	16	17	25	11	22	32	33	40	22
ENSG00000282143	0	0	0	0	0	0	0	1	0
ENSG00000207513	0	0	0	0	0	0	0	0	0
ENSG00000280114	2	0	7	4	5	6	8	8	3
ENSG00000236698	5	8	8	9	8	4	13	12	24
ENSG00000268869	3	18	25	19	20	30	26	40	52
ENSG00000279151	0	0	0	1	0	0	0	0	0
ENSG00000282740	0	0	1	0	0	0	0	0	0
ENSG00000058453	563	814	782	783	873	1083	1019	903	868
ENSG00000227684	3	1	1	3	1	3	2	2	2
ENSG00000207389	0	0	0	0	0	0	0	0	0
ENSG00000186715	4	5	6	3	1	6	8	6	4
ENSG00000223643	0	0	0	0	0	0	0	0	0
ENSG00000230239	0	0	0	0	0	0	0	0	0
ENSG00000263811	0	0	0	0	0	0	0	0	0
ENSG00000228549	5	9	7	0	2	12	16	7	10
ENSG00000277234	0	0	0	0	0	0	0	0	0
ENSG00000238142	0	0	0	0	0	0	0	0	1
ENSG00000235241	0	0	0	0	0	0	0	0	0
ENSG00000207005	0	1	0	0	1	0	1	0	1
ENSG00000272426	1	1	1	4	3	1	8	2	4
ENSG00000117122	2614	2630	2332	2380	2608	3515	3966	3101	2799
ENSG00000226526	0	1	11	7	3	7	4	5	5
ENSG00000159363	1519	1564	1481	1330	1174	1314	2838	1865	1738
ENSG00000117118	1185	1146	844	1148	957	942	2736	1626	1420
ENSG00000117115	0	3	1	0	0	0	0	6	0
ENSG00000204362	0	4	3	4	4	3	6	4	12
ENSG00000282843	0	0	0	0	0	0	0	0	0
ENSG00000142623	41	42	18	38	59	72	35	33	29
ENSG00000142619	42	63	69	21	33	110	67	64	89
ENSG00000266634	0	0	0	0	0	1	0	0	0
ENSG00000159339	2	4	5	11	10	5	3	2	3
ENSG00000276747	0	0	0	0	0	0	0	0	0
ENSG00000227751	0	0	0	0	0	0	0	0	0
ENSG00000179051	2438	4158	3762	4550	4180	4232	8068	5444	5400
ENSG00000074964	434	598	442	504	604	530	1077	965	735
ENSG00000236648	1	0	0	0	0	0	0	0	0
ENSG00000117148	8	1	1	7	4	1	0	3	1
ENSG00000284653	0	0	0	0	0	0	0	0	0
ENSG00000261781	0	0	0	0	0	0	0	0	0
ENSG00000117154	2	0	1	2	3	5	1	4	3
ENSG00000280222	0	0	0	0	0	0	0	0	0
ENSG00000230035	0	0	0	0	0	0	0	0	0
ENSG00000225387	0	0	0	0	0	0	0	0	0
ENSG00000179023	5	13	8	16	35	18	9	7	9
ENSG00000235282	0	0	0	0	0	0	0	0	0
ENSG00000225478	2	0	2	0	0	0	0	0	1
ENSG00000009709	152	307	229	266	357	391	516	516	505
ENSG00000179002	0	0	0	0	0	0	0	0	0
ENSG00000255275	0	0	0	0	0	0	0	1	0
ENSG00000159423	300	311	237	336	305	299	780	537	553
ENSG00000265606	0	0	0	0	0	0	0	0	0
ENSG00000221662	0	0	0	0	0	1	3	0	0
ENSG00000169991	436	1088	913	1158	1867	1124	1669	1936	1015
ENSG00000272084	25	22	12	22	22	18	35	28	8
ENSG00000127481	1977	5121	4856	4497	4943	4572	6060	4200	4725
ENSG00000230424	12	13	32	22	17	22	32	23	14
ENSG00000127463	1316	1978	1599	3097	2947	2502	4027	2953	2684
ENSG00000053372	2747	1893	1234	2086	1569	1173	4030	2369	1656
ENSG00000211454	6	10	3	15	15	11	15	12	3
ENSG00000162482	10	17	10	20	17	12	23	14	9
ENSG00000270728	10	28	23	16	41	18	23	18	13
ENSG00000053371	1125	1142	884	1506	1577	1493	1678	1182	1153
ENSG00000200403	3	4	1	6	2	6	7	0	0
ENSG00000040487	414	493	316	530	515	481	686	455	362
ENSG00000077549	6757	7059	5433	7351	7550	6306	10670	7061	5822
ENSG00000240490	0	0	0	0	0	0	0	1	0
ENSG00000173436	91	105	83	228	248	198	288	178	124
ENSG00000201609	0	0	0	0	0	0	0	0	0
ENSG00000235185	0	0	0	0	2	0	1	0	0
ENSG00000158747	2088	1686	1253	2278	2279	2027	3061	2144	1922
ENSG00000270136	0	0	0	0	0	1	0	0	0
ENSG00000226396	51	49	35	36	25	39	43	30	29
ENSG00000158748	5	2	2	1	7	6	2	7	6
ENSG00000162542	337	452	321	420	534	375	491	321	291
ENSG00000178828	0	0	0	0	0	0	0	0	0
ENSG00000235434	0	0	0	0	0	0	0	0	0
ENSG00000169914	536	1231	1328	1252	1505	1505	1590	1291	1203
ENSG00000188784	0	0	0	0	2	0	0	0	0
ENSG00000242688	0	0	0	0	0	0	0	0	0
ENSG00000188257	0	0	0	0	0	0	0	0	0
ENSG00000127472	0	0	0	1	1	0	0	1	2
ENSG00000117215	0	0	0	0	0	0	0	0	1
ENSG00000158786	0	0	0	0	4	0	0	1	0
ENSG00000227066	0	0	0	0	0	0	0	0	0
ENSG00000187980	0	0	0	0	1	0	0	0	0
ENSG00000225986	2	4	0	5	1	1	4	1	1
ENSG00000162543	14	19	28	22	26	19	13	12	7
ENSG00000228105	0	0	0	0	0	0	0	0	0
ENSG00000284710	0	0	5	0	0	0	0	0	0
ENSG00000158816	0	2	6	0	2	0	5	1	0
ENSG00000226664	0	0	0	0	0	0	0	0	0
ENSG00000236963	2	0	0	0	0	1	1	0	2
ENSG00000226487	0	0	0	0	0	0	1	0	0
ENSG00000284641	0	0	0	0	0	0	0	0	0
ENSG00000284743	0	0	0	0	0	0	0	0	0
ENSG00000162545	1542	2095	2370	1673	1957	2729	2410	2014	1911
ENSG00000090432	752	1003	539	859	917	678	1316	1039	639
ENSG00000215520	0	0	0	0	0	0	0	0	0
ENSG00000183114	109	124	85	133	156	120	244	180	176
ENSG00000158825	643	660	420	591	501	368	395	274	186
ENSG00000158828	563	904	618	690	737	674	862	676	504
ENSG00000284005	0	0	0	0	0	0	0	0	0
ENSG00000117242	92	99	50	249	220	153	200	122	93
ENSG00000244038	6343	7763	5704	8427	8357	8541	11529	7782	6954
ENSG00000117245	194	273	98	491	413	253	403	252	177
ENSG00000235432	0	2	4	2	4	1	3	4	3
ENSG00000189410	865	1200	1077	1487	1351	1332	1722	1130	1348
ENSG00000233069	2	2	5	5	8	5	10	4	5
ENSG00000127483	2714	5219	5539	5026	5590	6200	7647	4939	5710
ENSG00000075151	764	1499	1366	1866	1975	1983	2194	1495	1521
ENSG00000251914	0	0	0	0	0	0	0	0	0
ENSG00000221808	0	0	0	0	3	1	0	0	0
ENSG00000233072	0	0	0	0	0	0	0	0	0
ENSG00000236073	0	0	0	0	0	0	1	0	1
ENSG00000235112	3	2	2	1	0	2	7	1	2
ENSG00000117298	3128	4401	3475	5524	5835	5360	6585	4767	4451
ENSG00000236936	3	0	2	1	1	0	1	0	1
ENSG00000231105	6	4	3	8	8	10	4	6	4
ENSG00000236216	0	0	0	0	0	0	0	0	0
ENSG00000228823	0	0	0	0	0	0	0	0	0
ENSG00000236009	0	0	0	0	0	0	0	0	0
ENSG00000227001	2	4	5	4	10	11	4	3	6
ENSG00000187952	1	0	0	0	0	0	2	0	0
ENSG00000186543	1	1	2	0	3	1	1	1	0
ENSG00000142794	236	498	582	502	583	620	809	475	583
ENSG00000176378	0	0	0	0	0	0	0	0	0
ENSG00000162551	109	123	60	128	123	54	127	107	69
ENSG00000233431	0	3	0	3	1	0	0	0	0
ENSG00000076864	271	408	279	462	507	383	379	276	244
ENSG00000090686	951	1549	1495	1473	1545	1612	2151	1586	1553
ENSG00000231978	0	1	0	0	1	0	0	0	0
ENSG00000187942	4	14	1	9	10	16	12	14	4
ENSG00000142798	1939	6953	6339	9530	11849	10919	8625	8520	8310
ENSG00000232037	0	1	1	2	1	0	0	0	0
ENSG00000283234	0	0	0	0	0	0	2	0	1
ENSG00000219073	0	0	0	0	0	0	0	0	0
ENSG00000285959	0	0	0	0	1	0	0	0	0
ENSG00000273610	0	0	0	0	0	0	0	0	0
ENSG00000201919	0	0	0	0	0	0	0	0	0
ENSG00000142789	0	0	0	0	0	0	0	0	0
ENSG00000278124	0	0	0	0	0	0	0	0	0
ENSG00000201273	0	0	0	0	0	0	0	0	0
ENSG00000228397	0	4	1	1	5	3	1	4	1
ENSG00000218510	28	57	71	84	64	107	106	65	90
ENSG00000285721	17	26	14	20	16	23	27	13	16
ENSG00000285752	19	21	13	13	21	22	29	4	10
ENSG00000285794	0	0	0	0	0	0	0	0	0
ENSG00000070831	24	19	12	34	10	17	27	15	10
ENSG00000230068	2	4	0	4	0	1	0	3	1
ENSG00000271428	1	1	0	0	0	1	1	0	0
ENSG00000162552	40	60	40	39	46	54	49	42	35
ENSG00000285873	15	12	6	5	7	5	10	9	5
ENSG00000266564	0	0	0	2	0	0	0	0	0
ENSG00000234397	0	1	0	0	0	0	0	1	0
ENSG00000279625	0	0	0	0	0	0	0	0	0
ENSG00000184677	665	1632	1388	1448	1586	1613	1664	1162	1098
ENSG00000237200	0	11	13	5	6	8	8	6	9
ENSG00000070886	113	119	178	180	172	153	145	158	158
ENSG00000276835	0	0	0	0	0	0	0	0	0
ENSG00000173372	0	0	0	0	0	0	0	0	0
ENSG00000159189	0	0	0	0	0	0	0	0	0
ENSG00000173369	0	1	0	0	0	0	0	0	0
ENSG00000133216	1194	1436	1265	1281	1049	1191	2162	1187	1066
ENSG00000265422	1	1	0	0	0	0	0	0	0
ENSG00000225952	0	0	2	1	0	0	0	4	0
ENSG00000264014	0	0	0	0	0	0	0	0	0
ENSG00000215906	1	2	0	0	0	0	0	0	0
ENSG00000227868	1	4	1	2	1	3	1	0	1
ENSG00000004487	2836	3244	3128	3629	3324	3651	4942	3066	3489
ENSG00000240553	0	1	1	1	1	0	0	0	0
ENSG00000263793	0	0	0	0	0	0	0	0	0
ENSG00000266802	0	0	1	0	0	0	0	0	0
ENSG00000169641	714	1911	1572	1639	2053	1656	2399	2035	1600
ENSG00000229010	2	0	1	0	0	0	0	0	1
ENSG00000206935	0	0	0	6	0	0	3	0	0
ENSG00000252578	0	0	0	1	0	0	0	0	0
ENSG00000179546	346	373	439	218	187	287	444	269	259
ENSG00000215381	0	0	0	0	0	0	0	0	0
ENSG00000261326	66	83	134	144	119	197	247	102	169
ENSG00000284726	10	15	23	10	20	27	18	16	18
ENSG00000125944	4577	5620	4952	6252	5482	5221	9931	5798	5595
ENSG00000125945	182	308	286	217	265	260	340	229	263
ENSG00000249087	58	72	98	62	70	142	119	57	107
ENSG00000201405	0	0	0	0	0	0	0	0	0
ENSG00000271420	0	0	0	0	1	0	2	0	0
ENSG00000204219	5	7	4	13	11	16	12	5	9
ENSG00000232482	1	0	0	0	0	0	0	0	0
ENSG00000088280	523	825	784	743	1045	1077	780	703	843
ENSG00000007968	445	666	620	931	784	705	988	535	707
ENSG00000235052	5	7	7	5	11	8	2	8	0
ENSG00000117318	3592	8059	3129	7047	12796	7917	3392	4486	2764
ENSG00000285802	2	2	0	0	1	0	5	0	0
ENSG00000197880	1	1	0	0	0	1	0	0	0
ENSG00000229239	0	0	0	0	0	0	1	0	0
ENSG00000142676	25400	22302	16167	18801	18544	19396	27567	18295	16460
ENSG00000011007	1106	1487	1154	1395	1168	996	2421	1531	1081
ENSG00000236810	5	16	17	21	17	41	29	19	26
ENSG00000057757	901	895	653	1272	1088	923	1857	1070	813
ENSG00000011009	2119	2180	1431	1951	1870	1711	2630	1866	1378
ENSG00000117308	2027	2251	1738	2063	2123	1962	3176	2253	1860
ENSG00000117305	439	424	354	482	502	574	639	410	441
ENSG00000179163	293	478	330	565	753	783	449	373	346
ENSG00000188822	0	0	1	0	0	0	0	0	0
ENSG00000229106	0	0	0	0	0	0	0	0	0
ENSG00000232557	0	0	0	0	0	0	0	0	0
ENSG00000264926	0	0	0	0	0	0	0	0	0
ENSG00000230228	0	0	0	0	0	0	0	0	0
ENSG00000189266	1039	1466	1512	1503	1487	1610	2506	1307	1750
ENSG00000188529	2235	3448	3259	3154	3247	2628	5552	3505	2789
ENSG00000215905	0	0	0	0	0	0	0	0	0
ENSG00000225315	0	1	0	0	0	0	2	0	1
ENSG00000142661	85	135	129	43	27	22	19	17	10
ENSG00000230703	0	0	0	0	0	0	0	0	0
ENSG00000142677	50	100	128	82	119	143	70	49	61
ENSG00000185436	183	302	368	271	416	426	319	221	243
ENSG00000230023	0	0	0	0	0	0	0	0	0
ENSG00000232298	0	0	1	1	4	2	3	0	0
ENSG00000158055	16	73	19	23	62	22	19	15	15
ENSG00000001460	171	217	182	243	244	266	225	219	201
ENSG00000001461	309	617	579	546	691	724	625	513	590
ENSG00000117602	431	678	613	640	631	673	666	411	489
ENSG00000264443	0	0	0	0	0	0	0	0	0
ENSG00000184454	0	0	1	3	0	0	1	1	0
ENSG00000227312	0	0	0	0	0	0	0	0	1
ENSG00000239106	0	0	0	0	0	0	0	0	0
ENSG00000133226	1075	2419	2410	2364	2422	2394	3731	2774	2491
ENSG00000284699	12	10	13	2	4	3	8	2	6
ENSG00000169504	4750	7665	7772	7826	8826	7722	12292	8340	8167
ENSG00000238482	0	0	1	0	0	0	1	0	0
ENSG00000020633	162	218	149	171	159	138	208	253	110
ENSG00000278034	0	0	0	0	0	0	1	0	0
ENSG00000229162	1	0	2	1	1	1	3	0	0
ENSG00000261025	3	1	1	0	0	0	0	0	2
ENSG00000264371	0	0	1	0	0	0	0	0	0
ENSG00000285823	0	0	0	2	0	0	1	4	0
ENSG00000233755	0	0	0	0	0	0	0	0	0
ENSG00000233419	0	0	0	0	0	0	0	0	0
ENSG00000231953	0	0	0	0	0	0	0	0	0
ENSG00000117614	917	1142	868	892	1035	1149	999	773	734
ENSG00000284602	30	31	30	43	24	54	51	32	44
ENSG00000284657	8	2	8	7	13	9	6	9	9
ENSG00000117616	606	737	969	973	915	1281	1126	686	852
ENSG00000272432	9	13	7	13	3	6	12	9	15
ENSG00000261349	3	13	38	23	21	42	27	8	49
ENSG00000187010	21	24	24	14	14	28	19	17	13
ENSG00000224183	6	1	2	2	2	4	2	1	1
ENSG00000259984	5	1	7	4	1	1	2	2	8
ENSG00000183726	1853	2171	1611	2048	2259	1928	2859	1933	1802
ENSG00000188672	13	1	4	7	7	6	11	2	3
ENSG00000238084	4	1	6	2	2	1	2	0	4
ENSG00000204178	371	568	377	481	535	492	539	434	377
ENSG00000157978	730	966	797	977	890	973	1313	897	944
ENSG00000225643	9	4	9	3	4	9	12	3	2
ENSG00000117643	70	150	92	192	204	191	211	159	143
ENSG00000233478	0	2	0	2	1	1	0	2	0
ENSG00000162430	2039	3472	2748	3558	3977	4005	5447	3941	4158
ENSG00000255054	0	0	0	0	0	0	0	0	0
ENSG00000228172	7	4	14	6	12	3	5	10	5
ENSG00000117640	625	737	546	669	676	692	1016	730	556
ENSG00000272478	0	0	0	0	0	0	0	0	0
ENSG00000127423	147	154	124	249	198	163	337	220	161
ENSG00000236528	2	0	1	2	3	3	6	1	3
ENSG00000182749	355	462	334	392	396	381	629	377	411
ENSG00000207302	0	0	0	0	1	0	0	1	0
ENSG00000117632	8928	7563	7364	8137	7862	8492	15201	8607	9946
ENSG00000229786	0	1	0	0	1	3	2	1	1
ENSG00000223624	0	0	0	3	0	0	0	0	1
ENSG00000283938	0	0	0	0	0	0	0	0	0
ENSG00000158006	224	286	256	452	437	509	486	252	331
ENSG00000207237	0	0	0	0	0	1	0	0	0
ENSG00000252190	0	0	0	0	0	0	0	0	0
ENSG00000252691	0	0	0	0	0	0	0	0	0
ENSG00000158008	16	17	17	22	29	32	14	8	18
ENSG00000158014	6	9	1	20	24	5	39	29	7
ENSG00000284309	0	0	0	0	0	0	0	1	0
ENSG00000158022	0	0	0	0	0	0	0	0	0
ENSG00000175087	98	154	148	134	158	155	219	148	151
ENSG00000197245	195	149	82	150	111	114	146	93	65
ENSG00000282872	0	1	0	0	0	0	0	0	0
ENSG00000236782	28	54	36	45	29	48	73	43	40
ENSG00000142684	0	0	0	0	0	0	0	0	0
ENSG00000142675	97	150	99	163	164	146	241	226	160
ENSG00000188782	1	1	1	0	6	1	7	4	4
ENSG00000236155	1	0	0	0	3	2	2	3	2
ENSG00000278572	1	0	1	0	0	0	0	0	0
ENSG00000130695	600	1051	1148	1224	1290	1345	1874	1110	1453
ENSG00000270733	3	9	2	7	3	5	3	1	0
ENSG00000142669	2768	2569	1753	1847	1684	1559	3747	2187	2050
ENSG00000158062	730	792	752	689	578	745	1052	709	679
ENSG00000169442	0	2	0	2	0	0	3	1	0
ENSG00000176092	64	63	61	58	41	73	148	64	83
ENSG00000225854	0	0	0	0	1	0	1	0	1
ENSG00000176083	0	0	0	0	0	0	0	0	0
ENSG00000131914	0	7	4	1	2	2	5	1	1
ENSG00000117682	787	1067	808	998	927	795	1505	1077	857
ENSG00000223583	2	4	2	1	2	1	8	2	0
ENSG00000225891	4	10	4	11	4	9	11	3	8
ENSG00000198830	8953	8201	7552	10041	9701	10883	15855	8752	9754
ENSG00000224129	0	0	0	0	0	0	0	0	0
ENSG00000117676	1118	1517	1166	1728	1708	1454	1819	1308	1199
ENSG00000238705	0	0	0	0	0	0	0	0	0
ENSG00000243905	0	0	0	0	0	0	0	0	0
ENSG00000252802	0	0	0	0	0	0	0	0	0
ENSG00000252429	0	0	0	0	0	0	0	0	0
ENSG00000229247	0	0	0	0	0	0	0	0	0
ENSG00000238316	0	0	0	0	0	0	0	0	0
ENSG00000235069	0	0	0	0	0	0	0	0	0
ENSG00000260063	7	5	2	12	14	6	12	9	6
ENSG00000117713	1316	3752	3254	3572	3914	3338	5152	3623	3896
ENSG00000060642	163	265	190	245	222	303	359	206	263
ENSG00000241188	0	0	1	0	0	2	0	0	0
ENSG00000204160	985	1171	942	1338	1319	1332	1833	1259	926
ENSG00000175793	8520	6135	4847	6359	4562	4036	9192	5693	4559
ENSG00000142751	1206	1358	865	984	1152	862	1713	1315	872
ENSG00000226698	0	0	0	0	0	0	0	0	0
ENSG00000198746	490	500	362	384	446	383	524	410	329
ENSG00000090273	5261	4507	3407	4700	3988	3824	7466	4684	3952
ENSG00000131910	0	0	0	0	0	0	1	0	0
ENSG00000175707	0	3	2	2	1	4	5	0	0
ENSG00000172746	0	2	0	0	0	0	0	0	0
ENSG00000224064	0	0	0	0	0	0	0	0	0
ENSG00000225294	0	0	0	0	0	0	0	0	0
ENSG00000253368	675	888	604	890	967	696	1174	845	774
ENSG00000158246	224	186	207	329	177	213	600	328	385
ENSG00000090020	383	570	363	638	637	523	739	575	400
ENSG00000229985	0	0	0	0	0	0	0	0	0
ENSG00000214973	0	0	0	0	0	2	0	0	0
ENSG00000225159	5	6	3	9	6	3	13	6	3
ENSG00000225990	0	0	0	0	0	0	0	0	0
ENSG00000224311	0	0	0	0	0	0	0	0	0
ENSG00000142784	851	1445	1324	1234	1674	1873	1677	1330	1436
ENSG00000252098	0	2	0	0	0	0	0	1	0
ENSG00000243659	2	2	1	0	0	0	0	0	0
ENSG00000186501	909	895	546	1081	981	675	1418	876	577
ENSG00000206888	0	4	1	2	1	7	2	7	4
ENSG00000241547	3	20	10	15	9	15	30	23	9
ENSG00000142765	352	439	444	393	471	643	99	95	109
ENSG00000142733	960	1278	1168	1047	1135	1312	1033	896	886
ENSG00000142748	3	0	0	1	0	0	1	0	0
ENSG00000174950	0	0	0	0	1	0	0	0	0
ENSG00000231207	0	0	0	0	0	0	0	0	0
ENSG00000181773	97	247	135	282	441	299	248	273	186
ENSG00000158195	2819	5430	4864	5064	5720	5831	6304	4571	4907
ENSG00000241169	1	1	0	0	1	0	1	0	0
ENSG00000237429	0	0	2	1	0	0	0	1	0
ENSG00000126705	731	1054	902	1080	1020	1022	1422	1224	1010
ENSG00000000938	0	0	0	0	0	0	0	0	0
ENSG00000235912	4	1	3	7	4	3	1	2	3
ENSG00000233975	0	0	0	2	1	0	0	0	1
ENSG00000126709	438	430	286	599	674	677	657	477	427
ENSG00000225886	2	4	3	0	0	2	1	0	1
ENSG00000206767	0	0	0	0	0	0	0	0	0
ENSG00000226662	0	0	0	0	0	0	0	0	0
ENSG00000207095	0	0	0	0	0	0	0	0	0
ENSG00000009780	81	81	95	107	109	106	193	103	93
ENSG00000231344	1	0	4	0	1	2	6	0	4
ENSG00000230833	0	1	0	0	0	0	0	0	0
ENSG00000117758	341	514	394	484	557	520	697	418	354
ENSG00000269971	2	2	1	0	0	0	0	2	0
ENSG00000270031	0	0	1	1	1	1	2	1	1
ENSG00000223062	0	0	1	0	0	0	0	0	0
ENSG00000117751	976	1180	898	1255	1168	1042	1895	1159	931
ENSG00000252947	0	1	0	0	1	3	2	1	1
ENSG00000130775	6	17	12	13	12	8	11	15	6
ENSG00000117748	1013	993	810	1348	1161	1054	2072	1166	1067
ENSG00000130768	246	288	228	217	248	234	198	159	124
ENSG00000227050	0	3	0	0	1	0	1	0	2
ENSG00000158156	24	37	27	42	46	48	32	30	13
ENSG00000158161	340	589	555	631	719	712	899	643	531
ENSG00000238231	1	0	2	0	0	0	0	1	1
ENSG00000240750	3	8	5	6	1	2	8	6	0
ENSG00000228589	5	6	6	5	3	7	8	8	4
ENSG00000228943	0	0	0	0	0	0	0	0	0
ENSG00000214812	0	0	0	0	0	0	0	0	0
ENSG00000253005	0	0	0	0	0	0	0	0	0
ENSG00000169403	21	12	15	21	17	13	52	19	17
ENSG00000126698	2312	2298	1903	2809	2672	2560	4010	2522	2474
ENSG00000130770	2119	2202	1762	2095	2230	2248	2670	1698	1714
ENSG00000270605	98	140	147	68	80	165	70	54	52
ENSG00000271398	7	4	11	3	7	12	1	3	2
ENSG00000130766	640	1046	695	750	901	793	919	734	537
ENSG00000130772	946	872	462	702	780	503	1039	638	495
ENSG00000204138	1761	2301	2079	2639	2864	2447	3414	2113	2313
ENSG00000206779	1	1	1	2	2	4	1	1	0
ENSG00000229820	5	3	7	4	4	0	1	2	2
ENSG00000221216	0	2	1	0	1	1	1	0	1
ENSG00000180198	2075	2537	2271	3350	2920	2723	5677	3088	3098
ENSG00000242125	2839	2847	2379	2285	1876	2330	3650	2197	2454
ENSG00000274266	0	0	0	0	0	0	0	0	0
ENSG00000200087	29	45	30	35	28	30	64	38	46
ENSG00000231468	1	10	2	11	9	7	21	7	7
ENSG00000279443	39	43	17	40	38	16	42	23	13
ENSG00000180098	651	665	490	497	471	396	919	543	454
ENSG00000197989	267	447	336	284	293	276	615	425	339
ENSG00000221539	9	10	6	9	5	9	17	14	8
ENSG00000278274	0	0	0	0	0	0	0	0	0
ENSG00000273544	0	0	0	0	0	0	0	0	0
ENSG00000280498	0	0	0	0	0	0	0	0	0
ENSG00000274582	0	0	0	0	0	0	0	0	0
ENSG00000120656	262	243	247	343	401	456	475	284	356
ENSG00000188060	30	44	27	22	42	29	62	43	59
ENSG00000229388	5	3	5	4	5	3	11	2	4
ENSG00000270103	0	0	0	0	0	0	0	0	0
ENSG00000274978	0	0	0	0	0	1	0	0	0
ENSG00000162419	714	1033	761	906	1064	942	1064	764	669
ENSG00000252777	0	0	3	2	1	0	1	1	0
ENSG00000198492	1559	1901	1244	1815	1768	1278	2590	1959	1353
ENSG00000116329	45	76	77	74	76	95	83	65	44
ENSG00000233427	0	1	0	0	0	0	0	0	0
ENSG00000199756	0	0	0	0	0	0	0	0	0
ENSG00000159023	602	1375	1230	1089	1126	1261	1303	1030	1047
ENSG00000225616	0	1	0	1	0	0	0	0	3
ENSG00000206704	0	0	0	0	0	0	0	0	0
ENSG00000277958	0	1	0	0	0	0	0	0	2
ENSG00000253304	6	11	7	13	18	20	22	25	23
ENSG00000225750	1	0	3	0	0	0	4	3	0
ENSG00000116350	1566	2167	1721	2368	2528	2341	3301	2730	1968
ENSG00000277916	0	0	0	0	0	0	0	0	0
ENSG00000116353	556	508	395	550	459	453	768	517	504
ENSG00000237934	3	7	7	5	9	5	8	6	8
ENSG00000060656	1258	1755	1576	2129	2268	2578	1702	1368	1335
ENSG00000230523	0	1	0	0	1	0	0	0	2
ENSG00000225011	0	0	0	0	0	0	0	0	0
ENSG00000228176	0	0	1	0	0	0	1	2	3
ENSG00000284676	0	0	0	0	0	0	0	0	0
ENSG00000270927	0	0	0	0	0	0	0	0	0
ENSG00000233399	0	1	0	0	0	0	0	0	0
ENSG00000233372	0	0	0	0	0	0	0	0	0
ENSG00000231251	0	0	0	0	0	0	0	0	0
ENSG00000236335	0	0	0	0	0	0	0	0	0
ENSG00000231949	0	0	0	0	0	0	0	0	0
ENSG00000162510	8	7	6	8	15	10	14	13	9
ENSG00000186056	2	8	10	18	21	13	21	7	12
ENSG00000162511	12	11	14	16	15	25	5	2	3
